453,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,485,387,388,389,384,385,386,485,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,166
453,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,485,419,420,421,416,417,418,453,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,166
453,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,485,359,360,361,360,361,362,485,257,128,129,256,257,256,257,128,129,256,257,256,363,356,356,356,356,356,356,485
485,128,129,288,289,288,289,128,129,288,363,356,356,356,356,356,356,364,289,128,129,288,289,288,289,128,129,288,453,391,392,392,393,393,394,453,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,453
453,128,129,256,257,256,257,128,129,256,453,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,485,363,356,357,352,353,364,485,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,485
485,128,129,288,289,288,289,128,129,288,485,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,453,387,388,389,384,385,386,453,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,453
453,392,393,393,392,392,392,392,393,393,453,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,485,419,420,421,416,417,418,485,257,128,129,427,428,427,428,427,428,256,257,256,257,128,129,256,257,256,257,485
485,353,353,353,353,353,353,353,353,353,396,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,453,356,356,356,356,356,356,395,392,393,393,459,460,459,460,459,460,288,289,288,289,128,129,288,289,288,289,453
453,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,363,356,356,356,356,356,356,356,356,396,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,485
485,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,453
485,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,363,356,356,357,352,353,364,485
453,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,453,387,388,389,384,385,386,453
485,363,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,356,364,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,485,419,420,421,416,417,418,485
453,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,453,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,453,359,360,361,360,361,362,453
485,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,485,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,257,128,129,256,257,256,485,391,392,392,393,393,394,485
453,359,360,361,360,361,362,359,360,361,360,361,362,359,360,361,360,361,362,453,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,289,128,129,288,289,288,453,356,356,356,356,353,356,453
485,391,392,392,393,393,394,391,392,392,393,393,394,391,392,392,393,393,394,395,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,396,356,356,357,352,353,364,485
453,363,356,357,352,353,354,355,356,357,352,353,354,355,356,357,352,353,364,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,453
485,387,388,389,384,385,386,387,388,389,384,385,386,387,388,389,384,385,386,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,419,420,421,416,417,418,485
