485,257,256,257,256,257,256,257,256,257,256,257,256,257,256,102,103,104,105,257,256,257,256,257,256,257,256,257,256,257,256,257,256,257,256,257,256,257,256,257,256,102,103,423,424,423,424,423,424,423,424,423,424,423,424,423,424,423,424,257,256,257,256,257,256,257,256,102,103,104,105,257,256,257,256,257,256,257,256,257,256,257,256,257,256,257,256,257,256,257,256,257,256,102,103,104,105,257,256,257,256,257,256,257,256,257,256,257,256,257,256,257,256,257,256,257,256,257,256,102,103,104,105,257,256,257,256,257,256,257,256,257,256,257,485
453,423,424,423,424,423,424,423,424,423,424,225,224,225,224,134,135,136,137,225,224,225,224,225,224,1,224,225,224,225,224,225,224,225,224,1,224,225,224,225,224,134,135,136,137,225,224,225,224,225,224,1,224,225,224,225,224,225,224,225,224,1,224,225,224,423,424,423,424,423,424,423,424,423,424,423,424,1,224,225,224,225,224,225,224,225,224,1,224,225,224,225,224,134,135,136,137,225,224,225,224,225,224,1,224,225,224,225,224,225,224,225,224,1,224,225,224,225,224,134,135,136,137,225,224,225,224,225,224,225,224,225,224,225,453
485,257,256,257,256,257,256,257,256,257,256,257,256,453,256,257,256,257,256,453,256,257,256,257,256,257,256,257,256,257,256,257,256,257,256,257,256,257,256,453,256,257,256,257,256,453,256,257,256,257,256,257,256,257,256,257,256,257,256,257,256,257,256,257,256,453,256,257,256,257,256,453,256,257,256,257,256,257,256,257,256,257,256,257,256,257,256,257,256,257,256,453,256,257,256,257,256,453,256,257,256,257,256,257,256,423,424,423,424,423,424,423,424,423,424,257,256,453,256,257,256,257,256,453,256,257,256,257,256,257,256,257,256,257,485
453,1,2,3,4,225,224,225,224,1,224,1,224,485,448,449,450,451,452,485,224,225,224,225,224,225,224,1,2,3,4,225,224,225,224,1,224,1,224,485,448,449,450,451,452,485,224,225,224,225,224,225,224,1,2,3,4,225,224,225,224,225,224,225,224,485,448,449,450,451,452,485,224,225,224,225,224,225,224,1,2,3,4,225,224,225,224,1,224,1,224,485,448,449,450,451,452,485,224,225,224,225,224,225,224,1,2,3,4,225,224,225,224,225,224,225,224,485,448,449,450,451,452,485,224,1,224,225,224,225,224,1,2,3,453
485,33,34,35,36,257,256,257,256,257,256,257,256,453,480,481,482,451,452,453,256,257,256,257,256,257,256,33,34,35,36,257,256,257,256,257,256,257,256,453,480,481,482,451,452,453,256,257,256,257,256,257,256,33,34,35,36,257,256,257,256,257,256,257,256,453,480,481,482,451,452,453,256,257,256,257,256,257,256,33,34,35,36,257,256,257,256,257,256,257,256,453,480,481,482,451,452,453,256,257,256,257,256,257,256,33,34,35,36,257,256,257,256,257,256,257,256,453,480,481,482,451,452,453,256,257,256,257,256,257,256,33,34,35,485
453,65,66,67,68,225,224,225,224,225,224,225,224,485,480,481,482,451,452,485,224,225,224,225,224,225,224,65,66,67,68,225,224,225,224,225,224,225,224,485,480,481,482,451,452,485,224,1,224,1,224,1,224,65,66,67,68,225,224,225,224,1,224,1,224,485,480,481,482,451,452,485,224,1,224,1,224,1,224,65,66,67,68,225,224,225,224,225,224,225,224,485,480,481,482,451,452,485,224,1,224,1,224,1,224,65,66,67,68,225,224,225,224,1,224,1,224,485,480,481,482,451,452,485,224,225,224,225,224,225,224,65,66,67,453
485,97,98,99,100,257,256,257,256,257,256,257,256,453,480,481,482,451,483,453,256,257,256,257,256,257,256,97,98,99,100,257,256,257,256,257,256,257,256,453,480,481,482,451,483,453,256,257,256,257,256,257,256,97,98,99,100,257,256,257,256,257,256,257,256,453,480,481,482,451,483,453,256,257,256,257,256,257,256,97,98,99,100,257,256,257,256,257,256,257,256,453,480,481,482,451,483,453,256,257,256,257,256,257,256,97,98,99,100,257,256,257,256,257,256,257,256,453,480,481,482,451,483,453,256,257,256,257,256,257,256,97,98,99,485
453,102,103,104,105,225,224,225,224,225,224,225,224,485,483,481,482,483,484,485,224,1,224,1,224,1,224,102,103,104,105,225,224,225,224,225,224,225,224,485,483,481,482,483,484,485,224,225,224,225,224,225,224,102,103,104,105,225,224,225,224,225,224,225,224,485,483,481,482,483,484,485,224,225,224,225,224,225,224,102,103,104,105,225,224,225,224,225,224,225,224,485,483,481,482,483,484,485,224,225,224,225,224,225,224,102,103,104,105,225,224,225,224,225,224,225,224,485,483,481,482,483,484,485,224,225,224,1,224,1,224,102,103,104,453
485,134,135,136,137,257,256,257,256,257,256,257,256,453,483,513,483,516,516,453,256,257,256,257,256,257,256,134,135,136,137,257,256,257,256,257,256,257,256,453,483,513,483,516,516,453,256,257,256,257,256,257,256,134,135,136,137,257,256,257,256,257,256,257,256,453,483,513,483,516,516,453,256,257,256,257,256,257,256,134,135,136,137,257,256,257,256,257,256,257,256,453,483,513,483,516,516,453,256,257,256,257,256,257,256,134,135,136,137,257,256,257,256,257,256,257,256,453,483,513,483,516,516,453,256,257,256,257,256,257,256,134,135,136,485
453,225,224,225,224,225,224,225,224,225,224,225,224,485,516,516,516,516,516,485,224,225,224,225,224,225,224,225,224,225,224,225,224,225,224,225,224,225,224,485,516,516,516,516,516,485,224,225,224,225,224,225,224,225,224,225,224,225,224,225,224,225,224,225,224,485,516,516,516,516,516,485,224,225,224,225,224,225,224,225,224,225,224,225,224,225,224,225,224,225,224,485,516,516,516,516,516,485,224,225,224,225,224,225,224,225,224,225,224,225,224,225,224,225,224,225,224,485,516,516,516,516,516,485,224,225,224,225,224,225,224,225,224,225,453
485,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,485
